ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Comments,Parameter Snapshot
1045739,Air Terminals,Supply Diffuser,12x12 Connection 2,L 1,,Mechanical Supply Air 2,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,325 m³/h,325 m³/h,0.06 in-wg,,,,,,,,1,3.188,,,6,6,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=325 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1045740,Air Terminals,Supply Diffuser,12x12 Connection 2,L 1,,Mechanical Supply Air 2,Supply Air,,,"6""x6""",,"6""","6""",,1 SF,0.19 CF,,,,,,325 m³/h,325 m³/h,0.06 in-wg,,,,,,,,1,3.188,,,6,6,,"Area=1 SF | Diffuser Height=1' - 0"" | Diffuser Width=1' - 0"" | Duct Height=6"" | Duct Width=6"" | Flow=325 m³/h | Pressure Drop=0.06 in-wg | Size=6""x6"" | Volume=0.19 CF | Width 1=0' - 7 13/16"""
1045780,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","2' - 0 5/16""",5 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=5 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=2' - 0 5/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.00 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045793,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"20""x20""",,"20""","20""","8' - 9 3/4""",59 SF,,,,,"0""","0""",2600 m³/h,2600 m³/h,0.00 in-wg,,,,,,,,2,51.01,,,20,20,,"Additional Flow=0 m³/h | Area=59 SF | Flow=2600 m³/h | Free Size=20""x20"" | Height=20"" | Hydraulic Diameter=20"" | Insulation Thickness=0"" | Length=8' - 9 3/4"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=8' - 11 7/32"" | Lower End Top of Insulation Elevation=10' - 7 7/32"" | Overall Size=20""x20"" | Pressure Drop=0.00 in-wg | Size=20""x20"" | Size Lock=False | Upper End Bottom of Insulation Elevation=8' - 11 7/32"" | Upper End Top of Insulation Elevation=10' - 7 7/32"" | Velocity Pressure=0.02 in-wg | Width=20"""
1045800,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 2,Supply Air,,,"10""x10""-7""x10""-7""x10""",,,"10""","10""x10""-7""x10""-7""x10""",,0.54 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,12.753,,,10,10,,"Duct Height=10"" | Duct Length 1=6"" | Duct Length 3=5"" | Duct Width 1=7"" | Duct Width 3=10"" | Free Size=10""x10""-7""x10""-7""x10"" | Insulation Thickness=0"" | Length1a=5"" | Length3a=4"" | Lining Thickness=0"" | Overall Size=10""x10""-7""x10""-7""x10"" | Size=10""x10""-7""x10""-7""x10"" | Volume=0.54 CF"
1045801,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","12' - 0 25/32""",30 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.01 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=30 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=12' - 0 25/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.01 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045826,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","2' - 3 1/4""",6 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=6 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=2' - 3 1/4"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.00 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045833,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","9' - 9 9/32""",24 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.01 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=24 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=9' - 9 9/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.01 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045834,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"17""x18""",,"17""","18""","10' - 8 3/16""",62 SF,,,,,"0""","0""",1950 m³/h,1950 m³/h,0.00 in-wg,,,,,,,,2,38.258,,,17,18,,"Additional Flow=0 m³/h | Area=62 SF | Flow=1950 m³/h | Free Size=17""x18"" | Height=18"" | Hydraulic Diameter=17"" | Insulation Thickness=0"" | Length=10' - 8 3/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 0 7/32"" | Lower End Top of Insulation Elevation=10' - 6 7/32"" | Overall Size=17""x18"" | Pressure Drop=0.00 in-wg | Size=17""x18"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 0 7/32"" | Upper End Top of Insulation Elevation=10' - 6 7/32"" | Velocity Pressure=0.02 in-wg | Width=17"""
1045835,Duct Fittings,Rectangular Cross,Standard,L 1,,Mechanical Supply Air 2,Supply Air,,,"20""x20""-17""x20""-7""x20""-7""x20""",,,"20""","20""x20""-17""x20""-7""x20""-7""x20""",,2.21 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,4,51.01,,,20,20,,"Duct Height=20"" | Duct Width 1=7"" | Duct Width 3=20"" | Duct Width 4=17"" | Free Size=20""x20""-17""x20""-7""x20""-7""x20"" | Insulation Thickness=0"" | Length1=11"" | Length1a=10"" | Length3=5"" | Length3a=4"" | Lining Thickness=0"" | Overall Size=20""x20""-17""x20""-7""x20""-7""x20"" | Size=20""x20""-17""x20""-7""x20""-7""x20"" | Volume=2.21 CF"
1045844,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","0' - 5 5/32""",1 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=1 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=0' - 5 5/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.00 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045851,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","10' - 1 7/32""",25 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.01 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=25 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=10' - 1 7/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.01 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045852,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"14""x15""",,"14""","15""","9' - 5 3/8""",46 SF,,,,,"0""","0""",1300 m³/h,1300 m³/h,0.00 in-wg,,,,,,,,2,25.505,,,14,15,,"Additional Flow=0 m³/h | Area=46 SF | Flow=1300 m³/h | Free Size=14""x15"" | Height=15"" | Hydraulic Diameter=14"" | Insulation Thickness=0"" | Length=9' - 5 3/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 1 23/32"" | Lower End Top of Insulation Elevation=10' - 4 23/32"" | Overall Size=14""x15"" | Pressure Drop=0.00 in-wg | Size=14""x15"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 1 23/32"" | Upper End Top of Insulation Elevation=10' - 4 23/32"" | Velocity Pressure=0.02 in-wg | Width=14"""
1045853,Duct Fittings,Rectangular Cross,Standard,L 1,,Mechanical Supply Air 2,Supply Air,,,"17""x18""-14""x18""-7""x18""-7""x18""",,,"18""","17""x18""-14""x18""-7""x18""-7""x18""",,1.71 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,4,38.258,,,17,18,,"Duct Height=18"" | Duct Width 1=7"" | Duct Width 3=17"" | Duct Width 4=14"" | Free Size=17""x18""-14""x18""-7""x18""-7""x18"" | Insulation Thickness=0"" | Length1=10"" | Length1a=9"" | Length3=5"" | Length3a=4"" | Lining Thickness=0"" | Overall Size=17""x18""-14""x18""-7""x18""-7""x18"" | Size=17""x18""-14""x18""-7""x18""-7""x18"" | Volume=1.71 CF"
1045878,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","0' - 10 9/32""",2 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=2 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=0' - 10 9/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.00 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045883,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"7""x8""",,"7""","8""","10' - 6 11/32""",26 SF,,,,,"0""","0""",325 m³/h,325 m³/h,0.01 in-wg,,,,,,,,2,6.376,,,7,8,,"Additional Flow=0 m³/h | Area=26 SF | Flow=325 m³/h | Free Size=7""x8"" | Height=8"" | Hydraulic Diameter=7"" | Insulation Thickness=0"" | Length=10' - 6 11/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 5 7/32"" | Lower End Top of Insulation Elevation=10' - 1 7/32"" | Overall Size=7""x8"" | Pressure Drop=0.01 in-wg | Size=7""x8"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 5 7/32"" | Upper End Top of Insulation Elevation=10' - 1 7/32"" | Velocity Pressure=0.02 in-wg | Width=7"""
1045884,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 2,Supply Air,,,"10""x10""",,"10""","10""","8' - 5 23/32""",28 SF,,,,,"0""","0""",650 m³/h,650 m³/h,0.00 in-wg,,,,,,,,2,12.753,,,10,10,,"Additional Flow=0 m³/h | Area=28 SF | Flow=650 m³/h | Free Size=10""x10"" | Height=10"" | Hydraulic Diameter=10"" | Insulation Thickness=0"" | Length=8' - 5 23/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 4 7/32"" | Lower End Top of Insulation Elevation=10' - 2 7/32"" | Overall Size=10""x10"" | Pressure Drop=0.00 in-wg | Size=10""x10"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 4 7/32"" | Upper End Top of Insulation Elevation=10' - 2 7/32"" | Velocity Pressure=0.02 in-wg | Width=10"""
1045885,Duct Fittings,Rectangular Cross,Standard,L 1,,Mechanical Supply Air 2,Supply Air,,,"14""x15""-10""x15""-7""x15""-7""x15""",,,"15""","14""x15""-10""x15""-7""x15""-7""x15""",,1.18 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,4,25.505,,,14,15,,"Duct Height=15"" | Duct Width 1=7"" | Duct Width 3=14"" | Duct Width 4=10"" | Free Size=14""x15""-10""x15""-7""x15""-7""x15"" | Insulation Thickness=0"" | Length1=8"" | Length1a=7"" | Length3=5"" | Length3a=4"" | Lining Thickness=0"" | Overall Size=14""x15""-10""x15""-7""x15""-7""x15"" | Size=14""x15""-10""x15""-7""x15""-7""x15"" | Volume=1.18 CF"
1045951,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"3' - 6 1/16""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=3' - 6 1/16"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1045958,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"3' - 9 1/8""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=3' - 9 1/8"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1045984,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"4' - 4 13/16""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=4' - 4 13/16"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1045989,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"4' - 3 11/32""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=4' - 3 11/32"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1046021,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"4' - 4 13/16""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=4' - 4 13/16"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1046026,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"4' - 3 11/32""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=4' - 3 11/32"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1046046,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"4' - 4 13/16""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=4' - 4 13/16"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1046051,Flex Ducts,,Flex - Round,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø","8""",,,"2' - 1 27/32""",,,,,,"0""","0""",325 m³/h,325 m³/h,0.00 in-wg,,,,,,,,2,6.376,,8,,,,"Additional Flow=0 m³/h | Diameter=8"" | Flow=325 m³/h | Free Size=8""ø | Hydraulic Diameter=8"" | Insulation Thickness=0"" | Length=2' - 1 27/32"" | Lining Thickness=0"" | Overall Size=8""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.02 in-wg"
1046073,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046075,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046077,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046079,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046081,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046083,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046085,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046087,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,Mechanical Supply Air 2,Supply Air,,,"8""ø-6""x6""","8""","6""","6""","8""ø-6""x6""",0 SF,0.06 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,6.376,,8,6,6,,"Area=0 SF | Duct Diameter=8"" | Duct Height=6"" | Duct Radius=4"" | Duct Width=6"" | Free Size=8""ø-6""x6"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Length 3=0"" | Length 4=0"" | Length 5=1"" | Length 6=1"" | Length 7=2"" | Length 8=2"" | Length01=2"" | Lining Thickness=0"" | OffsetHeight=3"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.020833 | OffsetWidth=3"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.020833 | Overall Size=8""ø-6""x6"" | Pressure Drop=0.00 in-wg | Size=8""ø-6""x6"" | Volume=0.06 CF"
1046146,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Return Air 29,Return Air,,,"12""x12""",,"12""","12""","16' - 2 1/8""",65 SF,,,,,"0""","0""",870 m³/h,870 m³/h,0.01 in-wg,,,,,,,,2,17.069,,,12,12,,"Additional Flow=0 m³/h | Area=65 SF | Flow=870 m³/h | Free Size=12""x12"" | Height=12"" | Hydraulic Diameter=12"" | Insulation Thickness=0"" | Length=16' - 2 1/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=9' - 3 7/32"" | Lower End Top of Insulation Elevation=10' - 3 7/32"" | Overall Size=12""x12"" | Pressure Drop=0.01 in-wg | Size=12""x12"" | Size Lock=False | Upper End Bottom of Insulation Elevation=9' - 3 7/32"" | Upper End Top of Insulation Elevation=10' - 3 7/32"" | Velocity Pressure=0.02 in-wg | Width=12"""
