ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot
582102,Structural Columns,Timber-Column,18x18,L 0,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 0,L 1,"0' - 0""","0' - 0""",Point,8.548,140.666,0,,,,,,,0,7.819,139.937,0,9.277,141.395,15,8.548,140.666,7.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 0 | Base Offset=0' - 0"" | Column Location Mark=B-2 | Level=L 0 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=L 1 | Top Offset=0' - 0"" | Volume=31.90 CF"
582107,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,124.548,256.666,0,,,,,,,0,123.819,255.937,15,125.277,257.395,30,124.548,256.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=J-10 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582108,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,95.548,256.666,0,,,,,,,0,94.819,255.937,15,96.277,257.395,30,95.548,256.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=H-10 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582109,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,66.548,256.666,0,,,,,,,0,65.819,255.937,15,67.277,257.395,30,66.548,256.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=F-10 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582110,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,124.548,227.666,0,,,,,,,0,123.819,226.937,15,125.277,228.395,30,124.548,227.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=J-8 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582112,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,66.548,227.666,0,,,,,,,0,65.819,226.937,15,67.277,228.395,30,66.548,227.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=F-8 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582113,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,124.548,198.666,0,,,,,,,0,123.819,197.937,15,125.277,199.395,30,124.548,198.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=J-6 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582114,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,95.548,198.666,0,,,,,,,0,94.819,197.937,15,96.277,199.395,30,95.548,198.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=H-6 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582115,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,66.548,198.666,0,,,,,,,0,65.819,197.937,15,67.277,199.395,30,66.548,198.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=F-6 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
582116,Structural Columns,Timber-Column,18x18,L 1,,B1010,,,,,,,31.90 CF,,,"Softwood, Lumber",,L 1,Roof,"0' - 0""","0' - 0""",Point,37.548,198.666,0,,,,,,,0,36.819,197.937,15,38.277,199.395,30,37.548,198.666,22.5,,"Assembly Code=B1010 | Assembly Description=Floor Construction | Base Level=L 1 | Base Offset=0' - 0"" | Column Location Mark=D-6 | Level=L 1 | Structural Material=Softwood, Lumber | System Length=15' - 0"" | Top Level=Roof | Top Offset=0' - 0"" | Volume=31.90 CF"
