ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Comments,Parameter Snapshot
1523068,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L -1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523069,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L -1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523070,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L -1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523071,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L -1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523072,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L -1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523110,Furniture,LR1172_Conjunto_Banheiro_Comercial_2,LR1172_Conjunto_Banheiro_Comercial_2,L -1,,D2010,Plumbing Fixtures,,,,,208 SF,8.92 CF,,,Default; Stainless Steel; MARMORE; CROMADO; ESPELHO; Porcelana - Linho; Plastic Black,,,,,,,"Area=208 SF | Assembly Code=D2010 | Assembly Description=Plumbing Fixtures | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1172_Conjunto_Banheiro_Comercial_2 | Level=L -1 | Offset from Host=0' - 0"" | Type=LR1172_Conjunto_Banheiro_Comercial_2 | Type Id=LR1172_Conjunto_Banheiro_Comercial_2 | Type IfcGUID=2GGH4pbBj0xOReWx3U91za | Type Name=LR1172_Conjunto_Banheiro_Comercial_2 | Volume=8.92 CF"
1523111,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L -1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523112,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L -1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523113,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L -1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L -1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523114,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L -1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523115,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L -1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523116,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L -1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L -1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523265,Furniture,LR1172_Conjunto_Banheiro_Comercial_2,LR1172_Conjunto_Banheiro_Comercial_2,L 1,,D2010,Plumbing Fixtures,,,,,208 SF,8.92 CF,,,Default; Stainless Steel; MARMORE; CROMADO; ESPELHO; Porcelana - Linho; Plastic Black,,,,,,,"Area=208 SF | Assembly Code=D2010 | Assembly Description=Plumbing Fixtures | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1172_Conjunto_Banheiro_Comercial_2 | Level=L 1 | Offset from Host=0' - 0"" | Type=LR1172_Conjunto_Banheiro_Comercial_2 | Type Id=LR1172_Conjunto_Banheiro_Comercial_2 | Type IfcGUID=2GGH4pbBj0xOReWx3U91za | Type Name=LR1172_Conjunto_Banheiro_Comercial_2 | Volume=8.92 CF"
1523266,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523267,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523268,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523269,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523270,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523271,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523309,Furniture,LR1172_Conjunto_Banheiro_Comercial_2,LR1172_Conjunto_Banheiro_Comercial_2,L 1,,D2010,Plumbing Fixtures,,,,,208 SF,8.92 CF,,,Default; Stainless Steel; MARMORE; CROMADO; ESPELHO; Porcelana - Linho; Plastic Black,,,,,,,"Area=208 SF | Assembly Code=D2010 | Assembly Description=Plumbing Fixtures | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=LR1172_Conjunto_Banheiro_Comercial_2 | Level=L 1 | Offset from Host=0' - 0"" | Type=LR1172_Conjunto_Banheiro_Comercial_2 | Type Id=LR1172_Conjunto_Banheiro_Comercial_2 | Type IfcGUID=2GGH4pbBj0xOReWx3U91za | Type Name=LR1172_Conjunto_Banheiro_Comercial_2 | Volume=8.92 CF"
1523310,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523311,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523312,Plumbing Fixtures,M_Vão da pia-Redondo,482 x 482 mm,L 1,,,,,,,,5 SF,0.43 CF,,,Stainless Steel; Porcelana - Linho,,,,,,,"Area=5 SF | Elevation from Level=0' - 1 31/32"" | Export Type to IFC=0 | Family and Type=482 x 482 mm | Level=L 1 | Material da cuba=Porcelana - Linho | Material hidráulico=Stainless Steel | Offset from Host=0' - 1 31/32"" | Type=482 x 482 mm | Type Id=482 x 482 mm | Type IfcGUID=2GGH4pbBj0xOReWx3U91o5 | Type Name=482 x 482 mm | Volume=0.43 CF"
1523313,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523314,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523315,Plumbing Fixtures,M_Toilet-Residencial-3D,M_Toilet-Residencial-3D,L 1,,,,,,,,20 SF,1.10 CF,,,"Laminado - Linho, Opaco; Porcelana - Linho",,,,,,,"Area=20 SF | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=M_Toilet-Residencial-3D | Level=L 1 | Material da cuba/pia=Porcelana - Linho | Material do assento=Laminado - Linho, Opaco | Offset from Host=0' - 0"" | Type=M_Toilet-Residencial-3D | Type Id=M_Toilet-Residencial-3D | Type IfcGUID=2GGH4pbBj0xOReWx3U91o4 | Type Name=M_Toilet-Residencial-3D | Volume=1.10 CF"
1523325,Doors,Door-Passage-Single-Flush,"36"" x 94""",L 1,263,C1020,Interior Doors,,"3' - 6""","0' - 1 3/4""","7' - 10""",64 SF,6.02 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=64 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 94"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 10"" | Height=7' - 10"" | Level=L 1 | Mark=263 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 2"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 94"" | Type Id=36"" x 94"" | Type IfcGUID=3txS939Df6TQnAmwoSbdH9 | Type Mark=13 | Type Name=36"" x 94"" | Volume=6.02 CF | Width=3' - 6"""
1523367,Doors,Door-Passage-Single-Flush,"36"" x 94""",L 1,264,C1020,Interior Doors,,"3' - 6""","0' - 1 3/4""","7' - 10""",64 SF,6.02 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=64 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 94"" | Frame Material=Metal - Paint Finish - Grey | Head Height=7' - 10"" | Height=7' - 10"" | Level=L 1 | Mark=264 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 2"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 94"" | Type Id=36"" x 94"" | Type IfcGUID=3txS939Df6TQnAmwoSbdH9 | Type Mark=13 | Type Name=36"" x 94"" | Volume=6.02 CF | Width=3' - 6"""
1523748,Walls,,"Generic - 8""",L 1,,,,"68' - 0""","0' - 8""",,,522 SF,347.93 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",,"Area=522 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" | Length=68' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" | Type Id=Generic - 8"" | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" | Unconnected Height=15' - 0"" | Volume=347.93 CF | Width=0' - 8"""
1523818,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,266,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=266 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1523875,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,267,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=267 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1523928,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,268,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=268 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1523985,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,269,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=269 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1524022,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,270,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=270 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1524077,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,271,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=271 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
1524116,Doors,Door-Passage-Single-Vision_Lite,"36"" x 84""",L 1,272,C1020,Interior Doors,,"4' - 0""","0' - 1 3/4""","7' - 0""",63 SF,5.93 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,,"Area=63 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 84"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=7' - 0"" | Height=7' - 0"" | Level=L 1 | Mark=272 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=7' - 4"" | Rough Width=4' - 4"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 84"" | Type Id=36"" x 84"" | Type IfcGUID=25VjgOKgz12enyjs5jfF5R | Type Mark=22 | Type Name=36"" x 84"" | Volume=5.93 CF | Width=4' - 0"""
